a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,output
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
0,6,2,1,609,0,3,1,1,0,2,1,30,2,1,2,2,1,0,1,0
1,6,4,1,609,0,2,1,1,0,2,1,30,2,1,2,2,1,1,1,0
3,6,2,3,609,0,1,1,1,0,2,1,30,2,1,2,2,1,0,1,0
2,6,3,0,609,0,1,1,1,0,3,1,30,2,1,1,2,1,0,1,0
1,6,4,2,609,0,3,1,1,0,3,1,30,2,1,2,2,1,0,1,0
2,6,3,0,609,0,3,1,1,0,2,1,30,2,1,1,2,1,0,1,0
0,6,3,1,609,0,2,1,1,0,3,1,30,2,1,2,2,1,0,1,0
0,6,4,2,609,0,2,1,1,0,3,1,30,2,1,2,2,1,1,1,0
2,6,2,3,609,0,1,1,1,0,3,1,30,2,1,1,2,1,1,1,0
2,6,3,1,609,0,2,1,1,0,2,1,30,2,1,1,2,1,1,1,0
1,6,2,0,609,0,3,1,1,0,2,1,30,2,1,1,2,1,0,1,0
1,6,2,1,609,0,1,1,1,0,3,1,30,2,1,1,2,1,0,1,0
3,6,4,3,609,0,3,1,1,0,2,1,30,2,1,2,2,1,1,1,0
2,6,3,3,609,0,1,1,1,0,2,1,30,2,1,2,2,1,0,1,0
3,6,4,1,609,0,2,1,1,0,2,1,30,2,1,2,2,1,0,1,0
0,6,4,1,609,0,2,1,1,0,3,1,30,2,1,1,2,1,1,1,0
1,6,3,2,609,0,1,1,1,0,3,1,30,2,1,2,2,1,0,1,0
1,6,3,0,609,0,3,1,1,0,3,1,30,2,1,1,2,1,1,1,0
3,6,3,0,609,0,2,1,1,0,3,1,30,2,1,1,2,1,0,1,0
1,6,2,3,609,0,3,1,1,0,3,1,30,2,1,2,2,1,1,1,0
0,6,3,1,609,0,2,1,1,0,3,1,30,2,1,2,2,1,0,1,0
3,6,2,3,609,0,2,1,1,0,2,1,30,2,1,1,2,1,0,1,0
2,6,3,1,609,0,1,1,1,0,2,1,30,2,1,1,2,1,1,1,0
2,6,2,2,609,0,2,1,1,0,3,1,30,2,1,1,2,1,1,1,0
3,6,3,2,609,0,1,1,1,0,2,1,30,2,1,2,2,1,0,1,0
1,6,2,3,609,0,2,1,1,0,3,1,30,2,1,2,2,1,1,1,0
2,6,3,3,609,0,1,1,1,0,3,1,30,2,1,2,2,1,1,1,0
0,6,4,0,609,0,3,1,1,0,3,1,30,2,1,1,2,1,0,1,0
1,6,2,2,609,0,1,1,1,0,2,1,30,2,1,2,2,1,0,1,0
0,6,2,0,609,0,3,1,1,0,3,1,30,2,1,2,2,1,1,1,0
3,6,4,1,609,0,3,1,1,0,3,1,30,2,1,1,2,1,0,1,0
0,6,2,2,609,0,1,1,1,0,3,1,30,2,1,1,2,1,1,1,0
3,6,2,0,609,0,2,1,1,0,3,1,30,2,1,1,2,1,0,1,0
0,6,2,2,609,0,1,1,1,0,2,1,30,2,1,1,2,1,1,1,0
2,6,4,3,609,0,1,1,1,0,2,1,30,2,1,1,2,1,1,1,0
3,6,3,3,609,0,3,1,1,0,3,1,30,2,1,1,2,1,1,1,0
1,6,3,2,609,0,3,1,1,0,2,1,30,2,1,1,2,1,1,1,0
2,6,4,1,609,0,3,1,1,0,3,1,30,2,1,1,2,1,1,1,0
1,6,3,1,609,0,2,1,1,0,3,1,30,2,1,1,2,1,1,1,0
3,6,4,0,609,0,3,1,1,0,2,1,30,2,1,2,2,1,0,1,0
3,6,4,3,609,0,1,1,1,0,2,1,30,2,1,2,2,1,1,1,0
2,6,3,1,609,0,3,1,1,0,3,1,30,2,1,2,2,1,0,1,0
3,6,2,1,609,0,2,1,1,0,3,1,30,2,1,2,2,1,1,1,0
3,6,3,1,609,0,1,1,1,0,3,1,30,2,1,1,2,1,1,1,0
2,6,2,0,609,0,3,1,1,0,3,1,30,2,1,2,2,1,0,1,0
3,6,3,3,609,0,3,1,1,0,3,1,30,2,1,1,2,1,1,1,0
2,6,3,0,609,0,1,1,1,0,3,1,30,2,1,1,2,1,1,1,0
1,6,3,0,609,0,3,1,1,0,2,1,30,2,1,1,2,1,1,1,0
0,6,2,3,609,0,2,1,1,0,2,1,30,2,1,2,2,1,0,1,0
0,6,3,0,609,0,1,1,1,0,3,1,30,2,1,1,2,1,0,1,0
3,6,4,3,609,0,2,1,1,0,3,1,30,2,1,1,2,1,0,1,0
0,6,4,3,609,0,1,1,1,0,2,1,30,2,1,2,2,1,1,1,0
1,6,3,2,609,0,2,1,1,0,3,1,30,2,1,2,2,1,1,1,0
1,6,3,3,609,0,2,1,1,0,2,1,30,2,1,2,2,1,1,1,0
3,6,2,1,609,0,3,1,1,0,3,1,30,2,1,1,2,1,1,1,0
1,6,2,0,609,0,2,1,1,0,3,1,30,2,1,1,2,1,0,1,0
2,6,3,2,609,0,2,1,1,0,3,1,30,2,1,1,2,1,1,1,0
0,6,3,2,609,0,3,1,1,0,2,1,30,2,1,1,2,1,0,1,0
1,6,4,0,609,0,3,1,1,0,3,1,30,2,1,2,2,1,0,1,0
3,6,2,0,609,0,1,1,1,0,3,1,30,2,1,2,2,1,1,1,0
2,6,2,0,609,0,1,1,1,0,3,1,30,2,1,2,2,1,1,1,0
3,6,2,1,609,0,3,1,1,0,3,1,30,2,1,2,2,1,0,1,0
1,6,2,3,609,0,2,1,1,0,3,1,30,2,1,2,2,1,1,1,0
2,6,3,0,609,0,3,1,1,0,2,1,30,2,1,2,2,1,0,1,0
2,6,3,3,609,0,1,1,1,0,3,1,30,2,1,2,2,1,0,1,0
0,6,3,2,609,0,1,1,1,0,3,1,30,2,1,2,2,1,1,1,0
1,6,4,1,609,0,3,1,1,0,2,1,30,2,1,1,2,1,0,1,0
2,6,4,3,609,0,1,1,1,0,2,1,30,2,1,1,2,1,0,1,0
0,6,3,0,609,0,3,1,1,0,3,1,30,2,1,2,2,1,1,1,0
0,6,4,3,609,0,2,1,1,0,3,1,30,2,1,2,2,1,0,1,0
3,6,4,3,609,0,1,1,1,0,2,1,30,2,1,1,2,1,1,1,0
2,6,3,3,609,0,1,1,1,0,3,1,30,2,1,1,2,1,0,1,0
1,6,2,0,609,0,3,1,1,0,2,1,30,2,1,1,2,1,0,1,0
3,6,3,2,609,0,1,1,1,0,2,1,30,2,1,1,2,1,1,1,0
2,6,2,0,609,0,1,1,1,0,3,1,30,2,1,2,2,1,0,1,0
3,6,4,3,609,0,2,1,1,0,3,1,30,2,1,2,2,1,1,1,0
1,6,3,3,609,0,3,1,1,0,3,1,30,2,1,2,2,1,1,1,0
1,6,4,0,609,0,1,1,1,0,2,1,30,2,1,1,2,1,0,1,0
3,6,4,3,609,0,1,1,1,0,3,1,30,2,1,1,2,1,1,1,0
2,6,3,0,609,0,1,1,1,0,2,1,30,2,1,1,2,1,0,1,0
2,6,2,3,609,0,2,1,1,0,2,1,30,2,1,2,2,1,0,1,0
3,6,2,0,609,0,3,1,1,0,2,1,30,2,1,1,2,1,1,1,0
0,6,2,1,609,0,2,1,1,0,3,1,30,2,1,2,2,1,1,1,0
2,6,4,3,609,0,3,1,1,0,3,1,30,2,1,2,2,1,1,1,0
3,6,4,0,609,0,1,1,1,0,2,1,30,2,1,2,2,1,0,1,0
3,6,3,2,609,0,2,1,1,0,3,1,30,2,1,1,2,1,0,1,0
1,6,3,0,609,0,2,1,1,0,2,1,30,2,1,1,2,1,1,1,0
3,6,2,3,609,0,1,1,1,0,3,1,30,2,1,1,2,1,1,1,0
0,6,2,1,609,0,1,1,1,0,2,1,30,2,1,2,2,1,0,1,0
1,6,2,1,609,0,3,1,1,0,3,1,30,2,1,1,2,1,1,1,0
3,6,4,1,609,0,3,1,1,0,3,1,30,2,1,1,2,1,1,1,0
0,6,3,1,609,0,1,1,1,0,2,1,30,2,1,1,2,1,1,1,0
2,6,4,2,609,0,1,1,1,0,3,1,30,2,1,2,2,1,0,1,0
3,6,2,0,609,0,3,1,1,0,2,1,30,2,1,2,2,1,1,1,0
0,6,4,3,609,0,1,1,1,0,2,1,30,2,1,2,2,1,1,1,0
1,6,2,0,609,0,3,1,1,0,3,1,30,2,1,1,2,1,0,1,0
0,6,3,0,609,0,1,1,1,0,3,1,30,2,1,1,2,1,1,1,0
1,6,3,0,609,0,1,1,1,0,2,1,30,2,1,1,2,1,1,1,0
0,6,3,3,609,0,1,1,1,0,3,1,30,2,1,1,2,1,0,1,0
2,6,3,1,609,0,1,1,1,0,2,1,30,2,1,2,2,1,1,1,0
3,6,3,0,609,0,2,1,1,0,3,1,30,2,1,2,2,1,1,1,0
3,6,2,1,609,0,3,1,1,0,3,1,30,2,1,1,2,1,0,1,0
2,6,3,0,609,0,2,1,1,0,3,1,30,2,1,2,2,1,0,1,0
0,6,2,2,609,0,3,1,1,0,3,1,30,2,1,1,2,1,1,1,0
2,6,2,2,609,0,1,1,1,0,3,1,30,2,1,1,2,1,0,1,0
0,6,2,3,609,0,3,1,1,0,2,1,30,2,1,2,2,1,0,1,0
0,6,2,2,609,0,3,1,1,0,2,1,30,2,1,2,2,1,0,1,0
1,6,2,3,609,0,1,1,1,0,2,1,30,2,1,2,2,1,0,1,0
1,6,2,1,609,0,3,1,1,0,3,1,30,2,1,2,2,1,0,1,0
0,6,2,3,609,0,1,1,1,0,2,1,30,2,1,1,2,1,0,1,0
0,6,4,3,609,0,1,1,1,0,2,1,30,2,1,1,2,1,0,1,0
1,6,3,3,609,0,1,1,1,0,3,1,30,2,1,1,2,1,0,1,0
1,6,3,1,609,0,2,1,1,0,2,1,30,2,1,1,2,1,1,1,0
3,6,3,1,609,0,3,1,1,0,2,1,30,2,1,2,2,1,1,1,0
0,6,3,2,609,0,2,1,1,0,2,1,30,2,1,1,2,1,0,1,0
1,6,4,3,609,0,3,1,1,0,2,1,30,2,1,2,2,1,1,1,0
1,6,2,0,609,0,2,1,1,0,3,1,30,2,1,2,2,1,0,1,0
0,6,2,1,609,0,1,1,1,0,3,1,30,2,1,1,2,1,0,1,0
1,6,4,0,609,0,1,1,1,0,3,1,30,2,1,1,2,1,1,1,0
3,6,4,0,609,0,2,1,1,0,2,1,30,2,1,1,2,1,0,1,0
1,6,3,1,609,0,2,1,1,0,3,1,30,2,1,1,2,1,0,1,0
1,6,2,0,609,0,3,1,1,0,2,1,30,2,1,1,2,1,1,1,0
1,6,3,1,609,0,1,1,1,0,2,1,30,2,1,1,2,1,1,1,0
0,6,4,2,609,0,2,1,1,0,3,1,30,2,1,2,2,1,0,1,0
2,6,4,2,609,0,2,1,1,0,3,1,30,2,1,1,2,1,1,1,0
1,6,4,3,609,0,1,1,1,0,3,1,30,2,1,2,2,1,1,1,0
0,6,3,3,609,0,2,1,1,0,3,1,30,2,1,1,2,1,0,1,0
1,6,4,2,609,0,1,1,1,0,2,1,30,2,1,1,2,1,0,1,0
2,6,4,0,609,0,1,1,1,0,3,1,30,2,1,2,2,1,1,1,0
0,6,4,2,609,0,3,1,1,0,3,1,30,2,1,1,2,1,1,1,0
2,6,3,2,609,0,1,1,1,0,2,1,30,2,1,1,2,1,1,1,0
2,6,3,2,609,0,2,1,1,0,3,1,30,2,1,1,2,1,1,1,0
2,6,2,2,609,0,1,1,1,0,3,1,30,2,1,1,2,1,0,1,0
3,6,2,1,609,0,3,1,1,0,3,1,30,2,1,1,2,1,1,1,0
3,6,2,2,609,0,2,1,1,0,3,1,30,2,1,2,2,1,1,1,0
1,6,2,2,609,0,1,1,1,0,2,1,30,2,1,1,2,1,0,1,0
3,6,2,2,609,0,1,1,1,0,2,1,30,2,1,2,2,1,0,1,0
3,6,2,0,609,0,2,1,1,0,2,1,30,2,1,2,2,1,1,1,0
1,6,4,1,609,0,2,1,1,0,2,1,30,2,1,1,2,1,1,1,0
