age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
29,13,380560,22,5,9,22,6,9,3,0,0,40,67,0
38,11,147258,27,9,11,29,7,9,3,0,0,40,80,0
42,13,212894,25,13,9,27,6,9,3,0,1887,40,80,1
49,13,124356,25,13,9,27,6,9,3,0,0,60,80,1
53,13,98791,31,10,9,28,6,9,3,0,0,40,80,0
35,13,216473,31,10,9,16,6,9,3,0,0,50,80,1
70,9,135339,25,13,9,15,6,6,3,0,0,40,44,0
38,13,107303,27,9,9,18,6,9,3,0,0,40,80,0
36,13,152744,25,13,7,27,8,6,2,0,0,40,76,0
34,15,100079,25,13,9,27,6,6,3,0,0,55,60,0
24,13,117779,25,13,11,25,7,9,3,0,0,10,59,0
23,13,197613,31,10,11,16,7,9,2,0,0,40,80,0
21,13,411068,31,10,11,16,9,9,2,0,0,35,80,0
47,13,192984,31,10,13,16,10,9,2,0,0,40,80,0
59,13,66356,21,4,11,20,10,9,3,4865,0,40,80,0
33,10,137184,23,12,7,19,10,9,3,0,0,50,80,1
63,15,231105,31,10,9,22,6,9,3,0,0,35,80,1
18,11,146586,27,9,11,23,9,9,3,0,0,60,80,0
32,13,32406,25,13,11,25,7,9,2,0,0,50,80,0
33,13,578701,25,13,9,19,6,7,3,0,0,40,41,0
19,13,206777,27,9,11,21,8,9,3,0,0,40,80,0
27,11,133495,27,9,11,25,9,9,3,0,0,40,80,0
40,13,34722,31,10,7,29,7,9,3,0,0,48,80,1
38,15,133299,23,12,9,29,6,9,3,0,0,40,80,0
20,13,24967,27,9,11,20,9,9,3,0,0,47,80,0
35,15,171968,27,9,12,29,7,9,3,0,0,70,80,0
22,13,412156,31,10,11,16,9,9,2,0,0,40,80,0
40,13,51290,28,14,9,25,6,9,3,0,0,50,80,1
34,13,198265,31,10,9,28,6,9,3,3103,0,40,80,1
23,13,293565,16,6,11,21,7,9,3,0,0,40,80,0
26,13,226288,25,13,11,16,7,9,3,0,0,40,80,0
53,14,110445,31,10,9,20,6,9,3,0,0,60,80,0
34,13,160634,31,10,9,18,6,9,3,0,0,40,80,1
39,13,174242,27,9,9,18,6,9,3,0,0,40,80,0
25,13,390316,22,5,9,18,6,9,3,0,0,40,67,0
18,13,298860,17,7,11,27,9,9,3,0,0,20,80,0
65,13,171584,25,13,11,19,7,9,3,0,0,40,80,0
49,15,232664,25,13,11,19,9,9,2,0,0,40,80,0
64,13,63676,16,6,9,23,6,7,3,0,0,40,80,0
68,13,170376,25,13,9,19,6,9,3,0,0,40,80,1
56,15,175964,31,10,7,23,7,9,2,0,0,40,80,0
68,10,422013,27,9,7,25,7,9,2,0,3683,40,80,0
35,13,105813,25,13,9,25,6,9,3,0,0,48,80,1
50,10,306707,27,9,11,16,10,7,2,0,0,12,80,0
45,13,177543,27,9,7,16,10,9,2,0,0,28,80,0
43,13,320277,25,13,9,19,6,9,3,0,0,40,80,0
39,13,129495,31,10,12,16,10,7,2,0,0,40,80,0
37,13,257042,27,9,7,18,10,9,3,1506,0,40,80,0
45,13,275995,25,13,9,28,6,9,3,0,0,50,80,1
20,9,86318,31,10,11,15,9,9,2,0,0,10,80,0
36,13,280440,23,12,11,28,10,9,2,0,0,45,80,0
26,13,371556,31,10,11,16,7,9,2,0,0,40,80,0
36,13,408229,25,13,11,25,7,9,2,0,0,32,80,0
47,13,149337,25,13,11,16,7,9,3,0,0,60,80,0
34,13,209297,27,9,11,22,7,7,3,0,2001,40,80,0
53,13,355802,31,10,13,27,10,9,2,0,0,30,80,0
32,13,165949,25,13,7,22,7,9,2,0,1590,42,80,0
44,15,112507,20,3,9,18,6,9,3,0,0,40,80,0
25,13,462869,27,9,11,21,8,9,3,0,0,40,67,0
35,13,413648,20,3,11,20,10,9,3,0,0,36,80,0
34,13,29235,23,12,7,25,7,9,2,0,0,40,80,0
42,13,149823,31,10,9,18,6,9,3,0,0,40,80,0
47,13,39530,27,9,7,23,7,9,2,0,0,4,80,0
23,13,197387,27,9,11,18,9,9,3,0,0,37,67,0
56,11,255406,27,9,7,19,7,9,2,0,0,40,80,0
50,13,43764,26,16,9,25,6,9,3,15024,0,50,80,1
38,13,168322,27,9,9,29,6,9,3,0,0,60,80,0
46,13,278322,24,11,9,19,6,9,3,0,0,40,80,1
47,13,115813,23,12,12,16,10,9,2,0,0,57,80,0
38,15,184456,27,9,9,23,6,9,3,3464,0,80,63,0
42,13,289636,27,9,9,29,6,9,3,0,0,46,80,0
48,13,101684,27,9,9,27,6,9,3,0,0,40,80,0
27,13,133425,27,9,11,19,7,9,2,0,0,50,80,0
40,13,349405,24,11,9,25,11,9,2,0,0,36,80,0
53,13,124076,26,16,9,25,11,9,2,99999,0,37,80,1
75,15,165968,24,11,13,19,7,9,2,0,0,30,80,0
39,13,185099,25,13,9,25,6,9,3,0,0,48,80,1
46,10,268281,23,12,7,16,10,9,2,0,0,40,80,0
51,13,154949,27,9,13,22,7,7,2,0,0,40,80,0
34,13,176711,27,9,7,23,9,9,3,0,0,40,80,0
23,13,165064,31,10,9,27,6,9,3,0,0,40,80,0
32,13,213750,24,11,11,23,7,9,3,0,0,45,80,0
45,15,77132,31,10,11,27,7,9,3,0,0,55,80,0
21,13,109667,31,10,11,23,9,9,3,0,0,40,80,0
36,13,162164,27,9,9,18,6,9,3,0,0,44,80,0
40,13,219591,16,6,9,18,6,9,3,0,0,50,80,0
20,9,327462,16,6,7,15,7,9,2,0,0,40,80,0
68,13,236943,22,5,7,20,7,7,3,0,0,20,80,0
40,13,89226,25,13,9,27,6,9,3,0,0,40,80,1
20,13,124751,31,10,11,16,9,9,2,0,0,24,80,0
48,11,144122,28,14,7,25,7,9,2,0,0,40,80,1
27,13,98769,25,13,11,27,7,9,3,0,0,45,80,0
57,10,170066,24,11,11,28,7,9,3,0,0,40,80,0
54,14,162439,27,9,9,19,6,9,3,0,0,98,80,1
47,13,22900,27,9,7,23,7,9,2,0,0,40,80,0
30,11,102130,31,10,9,18,6,9,3,0,0,40,80,0
17,9,215743,17,7,11,15,9,9,3,0,0,40,80,0
35,13,381583,31,10,9,18,6,8,3,0,0,45,80,1
56,11,198277,18,8,11,21,7,9,3,0,0,40,80,0
20,13,243178,27,9,11,21,9,9,3,0,0,28,80,0
38,11,177305,25,13,9,25,6,9,3,0,0,38,80,0
19,13,167149,31,10,11,27,9,9,2,0,0,25,80,0
24,13,270872,27,9,11,18,8,9,3,594,0,40,41,0
31,13,382368,31,10,11,16,7,9,3,0,0,40,52,0
44,11,277144,25,13,11,25,9,9,3,0,0,60,80,0
21,16,145651,31,10,11,27,9,7,2,0,1602,12,80,0
41,13,171351,31,10,9,18,6,9,3,0,0,40,80,0
18,13,265099,17,7,11,23,9,9,2,0,0,16,80,0
23,13,105617,22,5,11,29,9,9,3,0,0,40,80,0
37,11,217689,31,10,9,23,6,5,3,0,0,32,80,0
46,9,81136,24,11,7,15,10,9,3,0,0,30,80,0
43,15,73883,25,13,7,27,10,9,3,0,0,45,80,0
31,13,339482,19,2,9,22,6,9,3,0,0,40,67,0
40,13,326232,31,10,7,29,10,9,3,0,0,40,80,1
27,13,106316,30,15,7,25,7,9,2,0,0,12,80,0
64,11,198728,31,10,11,29,10,9,3,0,0,40,80,0
31,10,126501,24,11,11,25,9,9,3,0,0,40,80,0
48,13,233802,28,14,9,19,6,7,3,0,0,45,80,0
37,15,204501,25,13,9,27,6,9,3,0,0,20,43,1
28,13,208249,31,10,7,28,7,9,3,0,0,24,80,0
42,13,188693,31,10,9,18,6,9,3,0,0,40,80,0
60,14,93272,21,4,9,27,6,9,3,0,0,60,80,0
17,13,159299,17,7,11,23,9,9,2,0,0,20,80,0
21,9,303588,31,10,11,15,9,9,2,0,0,30,80,0
46,13,35136,16,6,7,16,9,7,3,0,0,40,80,0
18,13,139576,27,9,11,16,9,9,2,0,0,40,80,0
22,13,252355,27,9,11,23,7,9,3,0,0,27,80,0
44,15,83812,25,13,7,19,7,9,3,0,0,60,80,0
36,13,89718,27,9,9,27,6,9,3,0,0,40,80,0
65,13,222810,24,11,7,19,7,9,2,0,0,40,80,0
26,13,456618,27,9,11,23,7,9,3,0,0,40,67,0
21,13,296158,16,6,9,23,6,9,3,0,0,25,80,0
41,13,162140,27,9,7,18,7,9,3,0,2339,40,80,0
28,13,36601,31,10,11,23,10,9,2,0,0,35,80,0
27,13,195337,31,10,11,22,7,9,2,0,0,40,80,0
19,16,282721,31,10,11,23,7,7,3,0,0,12,80,0
40,13,206049,31,10,9,29,6,9,3,0,0,40,80,0
19,13,223392,27,9,11,21,9,9,3,0,0,15,80,0
40,13,27821,24,11,9,29,6,9,3,2829,0,40,80,0
37,13,131827,27,9,11,18,10,9,3,0,0,40,80,0
33,13,549413,31,10,9,16,6,7,3,0,0,40,80,1
34,13,69491,27,9,9,23,6,9,3,0,0,40,80,0
44,11,193755,23,12,11,26,7,9,3,0,0,40,80,0
33,13,598802,31,10,7,16,10,7,2,0,0,40,80,0
72,11,259762,27,9,9,19,6,9,3,2290,0,10,80,0
19,13,266255,27,9,11,27,9,9,2,0,0,40,80,0
59,13,32954,24,11,7,25,7,9,2,0,0,36,80,0
40,13,291808,27,9,7,26,7,7,2,0,0,40,80,0
35,13,190728,27,9,7,25,10,9,2,0,0,40,80,0
22,13,59184,23,12,11,16,7,9,3,0,0,45,80,0
41,13,196456,28,14,11,25,7,9,2,0,0,40,80,0
59,13,147989,31,10,9,28,6,9,3,0,0,50,80,1
50,13,195784,18,8,7,21,10,9,3,0,0,40,80,0
21,13,202214,23,12,11,16,7,9,2,0,0,10,80,0
40,14,225165,27,9,9,19,6,9,3,0,0,40,80,0
22,13,54825,27,9,11,27,7,9,3,0,0,40,80,0
43,13,188905,20,3,12,22,7,9,2,0,0,40,67,0
17,13,132636,17,7,11,29,9,9,2,0,0,16,80,0
42,11,228320,21,4,7,23,7,9,3,0,0,40,80,0
37,13,415500,31,10,9,22,6,7,3,0,0,40,80,1
19,13,254247,18,8,11,16,9,9,3,0,0,38,41,0
43,13,255635,20,3,9,22,6,8,3,0,0,40,67,0
46,13,96080,22,5,12,18,10,9,2,0,0,40,80,0
18,9,78181,27,9,11,15,9,9,2,0,0,20,80,0
50,11,339547,30,15,9,16,6,6,3,0,0,40,66,1
47,15,126500,21,4,9,27,6,9,3,0,0,40,74,0
31,13,511289,27,9,11,20,7,9,3,2907,0,99,80,0
33,13,159574,21,4,9,16,6,9,3,0,0,45,80,0
27,13,224105,27,9,9,22,6,9,3,7298,0,40,80,1
59,15,128105,27,9,9,20,6,9,3,0,0,35,80,0
39,11,89508,27,9,9,18,6,9,3,0,0,40,80,1
29,13,370242,31,10,9,18,6,9,3,0,0,40,80,0
26,13,67257,25,13,13,19,7,9,2,0,0,55,80,0
24,13,62952,27,9,11,18,9,9,3,0,0,40,80,0
25,13,111058,31,10,11,16,7,9,3,0,1980,40,80,0
30,13,29235,31,10,11,16,8,9,2,0,0,20,80,0
52,16,101119,17,7,9,29,6,9,3,0,0,40,80,0
51,10,140516,28,14,9,25,6,9,3,0,0,40,80,1
30,13,159888,25,13,11,27,7,9,3,0,0,60,80,1
19,9,45643,31,10,11,15,9,9,2,0,0,25,80,0
23,13,166371,31,10,11,28,9,9,3,0,0,60,80,0
37,16,160910,26,16,9,25,6,9,3,0,0,45,80,0
25,16,257064,31,10,9,16,6,7,3,0,0,38,80,0
49,15,181307,30,15,9,25,6,9,3,15024,0,65,80,1
30,13,83253,27,9,9,25,6,9,3,0,0,55,80,0
40,13,128700,31,10,7,16,10,9,2,0,0,40,80,0
20,13,243010,27,9,11,22,8,8,3,0,0,32,80,0
35,15,37778,24,11,9,20,6,9,3,3103,0,55,80,0
24,13,132320,25,13,11,19,9,9,3,0,0,45,80,0
32,13,234755,27,9,12,18,10,7,3,0,0,40,80,0
35,13,142616,27,9,12,23,9,7,2,0,0,30,80,0
20,13,148509,27,9,11,23,7,9,2,0,0,40,80,0
29,16,240738,27,9,9,18,6,9,3,0,0,40,80,1
25,13,32276,27,9,11,18,9,9,3,0,0,28,80,0
50,11,163921,21,4,9,29,6,9,3,0,0,40,80,0
24,13,464103,27,9,11,16,7,9,3,0,0,50,80,0
49,9,271346,25,13,9,15,6,9,3,15024,0,60,80,1
30,11,327825,27,9,7,26,9,9,2,0,0,32,80,0
37,13,267085,31,10,9,16,6,9,3,0,0,40,80,0
50,13,266945,27,9,9,22,11,9,2,3137,0,40,49,0
20,13,234663,27,9,11,21,9,9,3,0,0,30,80,0
49,15,189123,27,9,9,18,6,9,3,5013,0,50,80,0
55,13,104996,21,4,9,29,6,9,3,0,0,50,80,0
61,13,101265,18,8,13,22,10,9,2,0,0,40,63,0
22,13,184975,27,9,10,23,9,9,2,0,0,3,80,0
23,13,246965,23,12,11,16,7,9,3,0,0,12,80,0
43,13,227065,27,9,11,25,7,9,3,4650,0,40,80,0
39,13,301867,25,13,7,16,7,6,2,0,0,24,71,0
21,13,185948,31,10,11,27,9,9,3,0,0,35,80,0
52,14,134854,27,9,9,19,6,9,3,0,0,40,80,1
30,13,281030,24,11,9,27,6,9,3,4064,0,40,80,0
42,13,126701,25,13,7,16,10,9,3,9562,0,45,80,1
50,15,95949,25,13,9,18,6,9,3,0,0,50,80,0
51,15,88528,23,12,7,19,10,9,2,0,0,99,80,0
47,13,24723,16,6,7,19,7,5,2,0,0,45,80,0
49,9,171411,22,5,7,15,7,9,3,0,0,40,80,0
45,13,184581,27,9,9,22,6,9,3,0,0,40,80,0
48,10,100067,31,10,13,23,10,7,2,0,0,40,80,0
36,13,182863,25,13,9,19,6,9,3,0,0,50,80,1
20,12,462294,31,10,11,15,9,7,3,0,0,40,80,0
61,13,85434,27,9,9,29,6,9,3,0,0,40,80,0
72,13,158092,25,13,7,27,7,9,3,0,0,30,80,0
19,13,104844,31,10,11,27,9,9,2,0,0,15,80,0
54,14,304570,25,13,9,22,6,6,3,7688,0,40,41,1
47,9,89806,31,10,7,15,7,5,2,0,0,35,80,0
39,13,106183,27,9,7,23,10,5,2,6849,0,40,80,0
24,13,89347,17,7,11,22,7,9,2,0,0,40,80,0
44,13,157236,31,10,10,21,10,9,3,0,0,40,72,0
19,13,261259,27,9,11,21,9,9,3,0,0,20,80,0
20,13,286166,27,9,11,27,7,9,3,0,0,48,80,0
23,13,122272,27,9,11,18,9,9,2,0,0,40,80,0
58,13,248739,27,9,9,20,6,9,3,0,0,53,80,1
20,13,224238,18,8,11,18,9,9,3,0,0,40,80,0
62,13,138157,27,9,9,19,6,9,3,0,0,12,80,0
25,13,148460,27,9,11,16,9,7,2,4416,0,40,74,0
67,13,236627,25,13,9,25,6,9,3,0,0,2,80,0
37,11,191364,23,12,9,19,6,9,3,0,0,40,51,1
36,13,353524,27,9,7,19,9,9,2,1831,0,40,80,0
38,13,391040,24,11,12,28,10,9,2,0,0,20,80,0
23,13,134997,27,9,7,23,10,9,2,0,0,80,80,0
28,13,392487,27,9,9,27,11,9,2,0,0,40,80,0
25,13,216724,27,9,7,19,9,9,3,0,0,40,80,0
41,15,174395,26,16,9,25,6,9,3,15024,0,55,80,1
63,13,383058,25,13,9,27,6,9,3,0,1848,40,80,1
60,15,96073,27,9,9,18,6,9,3,0,0,30,80,0
31,14,103435,27,9,9,19,6,9,3,0,0,50,80,0
29,15,96718,27,9,9,18,6,9,3,0,0,37,80,0
37,13,178948,25,13,9,19,11,9,2,7688,0,45,80,1
51,13,173987,22,5,9,27,6,9,3,0,0,40,80,0
45,13,34419,31,10,9,19,6,9,3,7298,0,40,80,1
27,13,224849,27,9,9,18,6,9,3,0,0,40,80,0
18,13,249857,31,10,11,23,9,9,3,0,0,20,80,0
34,13,340458,27,9,7,22,10,9,2,0,0,40,80,0
66,15,427422,26,16,9,27,6,9,3,0,2377,25,80,1
19,9,440417,31,10,11,15,9,9,2,0,0,15,80,0
36,13,175643,27,9,9,18,6,9,3,0,0,35,80,0
35,13,297485,25,13,7,19,10,9,2,0,0,40,80,0
27,13,232954,27,9,9,27,6,9,3,0,0,45,80,0
29,13,326330,31,10,7,19,9,9,2,1831,0,40,80,0
25,13,109419,27,9,11,16,9,9,2,0,0,40,80,0
22,13,127768,31,10,11,23,9,9,3,0,0,32,80,1
41,13,252986,31,10,9,18,6,9,3,0,0,48,80,1
20,13,380544,23,12,11,29,9,9,3,0,0,20,80,0
52,13,306108,27,9,9,22,6,9,3,0,0,40,80,0
34,13,232855,31,10,12,23,10,7,2,0,0,37,80,0
44,13,130126,30,15,7,25,7,9,3,0,0,45,80,1
50,13,194231,28,14,7,27,7,9,2,0,0,40,80,1
49,14,197038,25,13,9,19,6,9,3,0,0,50,80,1
36,9,168223,25,13,11,15,9,9,2,0,0,40,80,0
71,16,26109,30,15,9,23,6,9,3,0,0,28,80,0
20,13,285671,27,9,11,23,8,7,3,0,0,25,80,0
20,13,153583,31,10,11,16,9,9,2,0,0,40,41,0
59,14,103948,27,9,9,27,6,9,3,0,0,60,80,1
41,13,439919,20,3,9,20,6,9,3,3411,0,40,67,0
38,13,40319,31,10,7,19,7,9,2,0,0,42,80,0
55,11,159028,27,9,9,29,6,9,3,0,0,40,80,0
17,13,98675,22,5,11,23,10,9,2,0,0,20,80,0
45,13,90758,25,13,9,19,6,9,3,0,0,55,80,1
43,15,75435,27,9,7,18,10,5,3,0,0,30,80,0
19,13,219189,18,8,11,23,9,9,3,0,0,25,80,0
33,13,203463,27,9,7,23,9,9,2,0,0,40,80,0
63,13,187635,27,9,11,19,7,9,3,0,0,40,80,0
39,15,154641,27,9,7,20,7,9,3,8614,0,50,80,1
34,13,27153,27,9,9,29,6,9,3,0,0,40,80,0
31,13,150324,23,12,11,22,10,9,3,0,0,40,80,0
21,13,83704,18,8,9,18,6,9,3,0,0,40,80,0
23,13,176262,24,11,11,16,8,9,2,0,0,36,80,0
20,13,179423,31,10,11,21,9,9,2,0,0,8,80,0
45,13,168038,25,13,7,27,7,9,3,0,0,60,80,1
59,13,108765,27,9,9,29,6,9,3,0,0,50,80,0
58,13,146477,28,14,9,19,6,9,3,15024,0,40,53,1
66,11,188220,27,9,13,16,10,9,2,0,0,35,80,1
37,13,292855,24,11,9,25,11,9,2,0,1887,35,80,1
29,13,114870,31,10,7,18,9,9,3,0,0,40,80,0
32,16,77723,25,13,7,19,7,6,2,0,0,40,80,0
39,13,284166,25,13,9,25,6,9,3,0,1902,50,80,1
57,13,133902,27,9,13,19,10,9,2,0,0,45,80,0
57,13,191318,28,14,9,25,6,9,3,0,0,40,80,1
50,14,67794,27,9,10,27,7,9,3,0,0,60,80,0
44,14,357679,25,13,9,20,6,9,3,15024,0,65,80,1
56,13,117872,24,11,9,18,6,7,3,0,0,40,80,1
26,13,55929,28,14,11,19,7,9,2,0,0,48,80,0
22,9,165065,31,10,11,15,9,9,2,0,0,40,63,0
26,15,34307,24,11,11,20,9,9,3,0,0,65,80,0
33,13,246038,25,13,9,25,6,9,3,0,0,40,80,1
36,15,147258,24,11,9,20,6,9,3,0,0,60,80,1
45,13,329144,31,10,9,27,6,9,3,0,0,40,80,1
56,11,52953,26,16,7,25,7,9,2,0,1669,38,80,0
23,13,216181,31,10,11,27,9,9,3,0,0,36,61,0
23,13,391171,31,10,11,23,7,7,3,0,0,25,80,0
35,11,223242,25,13,7,25,7,9,3,0,0,40,80,0
39,13,103925,25,13,9,25,11,9,2,7688,0,32,80,1
45,13,38240,27,9,7,18,7,9,3,0,0,40,80,0
21,13,148444,31,10,11,27,9,9,2,0,0,25,80,0
56,16,110257,27,9,9,16,6,9,3,0,0,40,80,0
31,10,101345,27,9,11,21,9,9,2,0,0,40,80,0
44,13,268098,18,8,11,29,7,7,3,0,0,36,80,0
21,9,369084,31,10,11,15,8,9,3,0,0,10,80,0
31,13,288825,27,9,9,21,6,9,3,5013,0,40,80,0
20,13,162688,27,9,11,21,9,9,3,0,0,38,80,0
17,9,48751,17,7,11,15,9,7,2,0,0,40,80,0
44,10,184099,27,9,9,16,6,9,3,0,0,40,80,1
19,13,307496,31,10,11,23,9,9,2,0,0,23,80,0
71,9,176986,27,9,13,15,10,9,3,0,0,24,80,0
23,13,267955,31,10,11,27,7,9,2,0,0,40,80,0
21,13,283969,27,9,11,18,9,9,3,0,0,40,67,0
29,16,204516,28,14,9,25,6,9,3,0,0,15,80,0
33,13,167771,31,10,12,23,7,9,2,0,0,30,80,0
46,13,345073,27,9,7,19,7,9,3,0,0,48,80,1
21,9,380219,31,10,11,15,9,7,2,0,0,40,80,0
36,14,306156,31,10,9,27,6,9,3,15024,0,60,80,1
70,15,37203,28,14,9,25,6,9,3,9386,0,30,80,1
19,13,185097,27,9,11,21,7,9,2,0,0,37,80,0
29,13,144808,31,10,9,19,9,7,2,0,0,40,80,0
34,13,187203,23,12,11,27,10,9,3,0,0,50,80,0
26,13,125089,31,10,11,19,7,9,3,0,0,40,80,0
30,13,289458,25,13,11,19,7,9,2,0,0,40,80,0
34,13,144798,31,10,11,16,7,9,2,0,0,40,80,0
24,9,172152,25,13,11,15,7,6,3,0,0,25,77,0
28,13,207513,27,9,11,27,9,9,3,0,0,48,80,0
24,9,164574,31,10,11,15,9,9,3,0,0,40,80,0
76,13,199949,25,13,9,16,6,9,3,20051,0,50,80,1
19,13,213024,18,8,11,21,9,9,3,0,0,40,80,0
45,13,213140,16,6,9,18,6,9,3,2829,0,40,80,0
24,15,83374,31,10,11,25,7,6,3,0,0,30,80,1
37,13,192939,25,13,9,18,6,9,3,0,0,40,80,1
24,13,424494,25,13,9,25,6,9,3,0,0,30,80,0
24,13,215243,25,13,11,16,7,9,2,0,0,42,80,0
40,13,30682,27,9,9,22,6,9,3,0,0,45,80,1
20,13,306639,31,10,11,21,9,9,3,0,0,20,80,0
23,11,218678,17,7,9,21,6,9,3,0,0,40,80,0
25,13,219130,31,10,11,23,7,8,2,0,0,40,80,0
64,13,180624,23,12,11,25,8,9,2,0,0,30,80,0
53,11,200190,28,14,9,25,6,9,3,0,1977,55,80,1
28,13,194472,31,10,9,16,9,9,2,0,0,40,80,0
52,11,205767,28,14,9,25,6,7,3,0,0,40,80,1
28,13,249870,30,15,11,25,7,7,3,0,0,50,80,0
31,13,211242,23,12,9,19,6,9,3,0,0,55,80,1
77,13,149912,25,13,11,25,7,9,2,0,0,10,80,0
22,13,85389,27,9,11,28,9,9,3,0,0,40,80,0
17,9,806316,17,7,11,15,9,9,2,0,0,20,80,0
38,13,329980,25,13,11,19,7,9,3,0,0,55,80,0
45,9,236612,17,7,7,15,9,7,3,0,0,40,80,0
25,11,249214,31,10,11,16,10,7,2,0,0,40,80,0
50,13,257126,27,9,9,18,6,9,3,0,0,40,80,1
53,11,204397,27,9,9,19,6,9,3,0,0,60,80,0
24,13,291979,27,9,11,20,7,9,3,0,0,40,80,0
33,13,138667,27,9,9,16,6,9,3,0,0,50,80,1
57,10,42298,28,14,9,19,6,7,3,15024,0,40,80,1
39,13,375452,30,15,9,19,11,9,2,15024,0,48,80,1
30,13,94413,31,10,7,29,7,9,3,0,0,30,80,0
31,10,166626,27,9,9,16,6,9,3,0,0,40,80,1
39,16,326566,31,10,11,29,9,7,3,0,0,40,80,0
30,13,165503,25,13,11,27,9,9,2,0,0,65,80,0
48,13,102597,31,10,12,16,10,9,2,0,0,44,80,0
62,9,113234,28,14,9,15,11,9,2,0,0,40,80,0
39,13,177277,27,9,9,22,6,9,3,0,0,45,80,1
34,13,198103,27,9,11,29,9,9,3,0,1980,40,80,0
45,13,260490,28,14,9,19,6,9,3,0,0,50,80,1
32,13,237478,17,7,7,22,10,9,2,0,0,40,80,0
40,10,36885,31,10,11,16,7,9,2,0,0,50,80,0
17,13,166242,16,6,11,23,9,9,2,0,0,15,80,0
19,9,158603,16,6,11,15,9,7,3,0,0,25,80,0
25,13,274228,27,9,9,28,6,9,3,0,0,84,80,0
42,13,185145,31,10,9,29,6,9,3,0,0,57,80,0
66,13,28367,25,13,9,24,8,9,3,0,0,99,80,0
63,15,28612,27,9,13,27,7,9,3,0,0,70,80,0
43,13,191429,21,4,9,23,6,9,3,0,0,25,80,0
26,13,459548,27,9,11,21,7,9,3,0,0,20,67,0
23,13,65481,27,9,9,22,11,9,2,0,0,40,80,1
39,13,186130,30,15,9,19,6,9,3,0,0,55,80,1
47,14,350759,27,9,9,19,6,9,3,0,0,40,80,1
36,13,359678,27,9,11,22,7,7,2,0,0,48,80,0
35,13,220595,27,9,9,18,6,9,3,0,0,40,80,0
25,13,29599,27,9,11,20,7,9,3,0,0,40,80,0
21,16,299153,31,10,11,16,9,9,2,0,0,15,80,0
46,13,75256,27,9,9,24,11,9,2,0,0,40,80,0
43,13,143583,16,6,9,21,6,7,3,0,0,40,80,0
31,16,207505,26,16,9,25,6,9,3,0,1977,70,80,1
41,13,308550,27,9,7,18,10,9,2,0,0,60,80,0
50,13,145717,27,9,13,16,10,9,2,0,0,35,80,0
36,13,334366,17,7,12,19,7,9,2,0,0,32,80,0
31,9,76198,27,9,12,15,9,9,2,0,0,20,80,0
45,15,155489,21,4,9,19,6,9,3,0,0,65,80,1
50,13,197322,17,7,9,19,6,9,3,0,0,50,80,1
52,13,194259,21,4,9,19,11,9,2,0,0,50,80,0
40,13,346189,26,16,9,25,6,9,3,0,0,40,80,1
55,13,98361,25,13,9,19,6,9,3,15024,0,55,80,1
64,9,178556,16,6,9,15,6,9,3,0,0,56,80,1
51,14,162943,30,15,9,25,6,9,3,0,0,40,80,1
30,13,19302,31,10,9,25,6,9,3,7688,0,40,80,1
56,16,67662,28,14,7,25,7,9,2,0,0,39,80,0
35,13,126675,27,9,9,19,6,9,3,0,0,48,80,0
55,15,278228,16,6,9,27,6,9,3,0,0,35,80,0
30,13,169152,27,9,11,28,10,9,2,0,0,40,80,0
34,13,204052,27,9,11,18,7,9,3,0,0,40,80,0
36,13,215392,24,11,9,25,11,9,2,0,0,40,80,1
43,14,83348,27,9,9,18,6,9,3,0,0,60,80,0
24,11,196816,31,10,11,26,7,9,3,0,0,50,80,0
30,13,541343,16,6,9,23,6,7,3,0,0,40,80,0
33,11,55921,24,11,11,26,7,9,3,0,0,70,80,0
32,13,251701,23,12,11,25,7,9,3,0,0,40,41,0
29,10,119848,25,13,11,25,7,9,2,0,0,40,80,0
50,13,160572,27,9,9,22,6,9,3,3137,0,47,80,0
18,13,25837,17,7,11,25,9,9,3,0,0,15,80,0
20,13,236592,17,7,11,27,9,9,2,0,0,25,80,0
45,16,199326,28,14,9,25,6,9,3,0,0,45,80,1
22,13,341610,31,10,11,27,7,9,3,0,0,35,41,0
45,13,175958,30,15,9,19,6,9,3,0,0,40,80,1
41,13,198965,27,9,9,22,6,9,3,0,0,40,80,0
42,11,193537,21,4,10,23,7,9,2,0,0,35,74,0
24,13,438839,25,13,11,27,7,9,3,0,0,40,80,0
22,13,298227,27,9,11,21,10,9,3,0,0,35,80,0
28,13,271466,27,9,9,19,6,9,3,0,0,45,80,1
23,13,335570,31,10,11,21,9,9,3,0,0,35,80,0
21,13,206891,21,4,11,20,9,9,2,0,0,38,80,0
23,13,162551,25,13,11,16,7,6,2,0,0,20,80,0
45,13,145637,31,10,7,16,10,9,2,0,0,48,80,0
41,13,101290,27,9,7,27,10,9,2,0,0,40,80,0
49,10,229376,27,9,9,16,6,9,3,0,0,40,80,1
38,13,439592,31,10,11,23,9,7,2,0,0,40,80,0
37,13,161141,27,9,11,21,7,9,3,0,0,40,80,0
70,13,304570,25,13,13,22,8,6,3,0,0,32,71,0
24,13,103277,27,9,11,16,7,9,2,2597,0,40,80,0
28,11,407672,25,13,11,25,7,9,2,0,0,40,80,0
24,13,73928,24,11,11,16,9,6,2,0,0,20,80,0
83,14,240150,16,6,9,20,6,9,3,20051,0,50,80,1
